no. with space,sender,message,date,geolat,geolon
859,jasminip,a two storey house ... before # yolanda # haiyanph ? ? ? # bangonpinas # kapitkapamilya # samar @ samar http : / / t.co / lx2q4l60q6,Thu Nov 21 22:07:53 CST 2014,14.4431953,120.9072858
862,cpfrancia,bazaar for a cause . # yolandaph it &apos;s so worth every inch of tired and painful muscle . ?,Thu Nov 21 22:46:09 CST 2014,14.4335958,120.9832591
863,biancapnglnn,kapit bisig . : ) # yolandaph @ dswd national resource operations center http : / / t.co / 5jxfxqftsc,Thu Nov 21 22:56:20 CST 2014,14.5135150,121.0042643
864,jeromegalicia,sakit mawalan ng minamahal kahit isa at lalo na ang pamilya pero they are strongest and bravest people i &apos;ve seen # phsurvivor # yolandavictim,Thu Nov 21 23:27:09 CST 2014,14.3614030,121.0562791
865,jobiedejesus,? ? ? c.o.w.-challenge of the week ( yolondaph ) ? ? ? done ! ^ _ ^ - two rounds ... not bad at all ^ _ ^ # yolandaph … http : / / t.co / 0vmrqdy1n7,Fri Nov 22 00:02:21 CST 2014,14.5494370,121.0510205
866,imfaithenPerez,relief goods for the victims of typhoon yolanda from iccnian http : / / t.co / xa1xxizy3g,Fri Nov 22 00:02:47 CST 2014,13.9190272,120.8359597
867,kwistwine,happening now ? repacking relief goods # gladvisor # glcares # glgivesback # haiyan # yolanda # relief @ … http : / / t.co / uiuvbjtwka,Fri Nov 22 03:04:30 CST 2014,14.5580134,121.0266084
868,tjaycalano,done repacking relief goods for # yolandaph victims ! ? ? ? # wecare # aegisites # aegis # makati # instapic … http : / / t.co / pwjqygjqgs,Fri Nov 22 03:07:26 CST 2014,14.5605109,121.0151660
869,iambiancaaaaaa,there were thousands folk who attended the concert that surely raised millions . we &apos;re hoping that help will reach those yolanda victims,Fri Nov 22 03:59:32 CST 2014,14.6122853,120.9881120
870,ivycah,walang tulugan . # c130 # medmission # yolanda,Fri Nov 22 04:03:25 CST 2014,14.5149968,121.0180420
871,dingladayo,lets avoid sending spoiled and rusting canned goods # yolanda http : / / t.co / 9qaptynsas,Fri Nov 22 07:13:25 CST 2014,14.6734488,121.0221064
872,penelope_roxas,very touching ! # filipino # filipinospirit # philippines # cnn # andersoncooper # yolandaph # bangonpilipinas … http : / / t.co / vlxtjaufr3,Fri Nov 22 07:33:29 CST 2014,14.5852377,121.0605186
873,georgyishere,friday.early office no work.off to red cross to volunteer . # oic team # yolanda ( @ madrigal business park ) http : / / t.co / cb28t58qlz,Fri Nov 22 07:33:49 CST 2014,14.4252458,121.0254335
875,kwistwine,great job guys ! ! ! ? ? ? ? ? # almostdone # gladvisor # glcares # glgivesback # haiyan # yolanda # relief … http : / / t.co / om8evwnhnb,Fri Nov 22 08:47:25 CST 2014,14.5580134,121.0266084
876,meyilewrente,it feels good to be able to help . # yolandaph # bangonpilipinas # 1tayo # resortsworldmanila # solairecares … http : / / t.co / sq1mrtnnb1,Fri Nov 22 08:53:52 CST 2014,14.5208990,121.0188000
877,johnjuliusyan,repacking for typhoon yolanda : ) ( @ dswd national resource operations center ) http : / / t.co / xfdcrzuv2r,Fri Nov 22 09:26:26 CST 2014,14.5135150,121.0042643
878,LynSanity014,no more year end party and christmas ham for the spirit of giving this holiday season . # yolanda,Fri Nov 22 09:29:01 CST 2014,14.5524394,121.0504259
879,patriciaysabel,andami ko ng naitulong sa yolanda ha # pagpalainnawaako,Fri Nov 22 09:31:48 CST 2014,14.6406261,121.0744871
881,reytsibayan,@ pn _ speak : brp ramon alcaraz to join yolanda aid mission friday http : / / t.co / ghdvwpusox @ dzrhnews # yolandaupdates # reliefph # haiyan,Fri Nov 22 09:57:58 CST 2014,14.5718084,121.0318095
882,novaclotario,un is on level 3 response for # haiyan meaning all units are being mobilized . # pdrf # undp supertyphoon yolanda rehabilitation forum,Fri Nov 22 10:03:28 CST 2014,14.5520181,121.0202066
883,jasminip,used to be a two-storey house in balangkayan samar ? ? ? # bangonsamar # yolanda # haiyanph @ samar http : / / t.co / vvbczw0msf,Fri Nov 22 10:38:52 CST 2014,14.4431953,120.9072858
885,iamNealDongaK,lotsa united nations people in the airport ! ! galeeeng ! ! thank you so much for your help .. # bangonpilipinas # yolandaph # yolandaupdates,Fri Nov 22 10:49:24 CST 2014,14.5207966,121.0134269
888,iamNealDongaK,wow ! ! thanks for the help ! ! http : / / t.co / 535zrmejcd # yolandaph # yolandaupdates # help # bangonpinas … http : / / t.co / cdcn8zalix,Fri Nov 22 12:11:49 CST 2014,14.5208187,121.0131598
889,iamClintAndrew,@ cnprincess1992 special naman ang laro nila e for typhoon yolanda ’ s victims . ? ?,Fri Nov 22 12:26:10 CST 2014,14.6649302,121.1126242
890,GarciaTantan,we party for a cause . all proceeds will be donated to the victims of typhoon yolanda . # unitedrepubliq … http : / / t.co / sivtemd0am,Fri Nov 22 13:01:40 CST 2014,14.5388601,120.9805041
891,andeedejesus,tgif : ) let &apos;s share our love on sunday for # yolandarun ! ( @ national anti-poverty commission ) http : / / t.co / 0cepgpi7jf,Fri Nov 22 13:22:37 CST 2014,14.6548420,121.0484791
892,andeedejesus,prep meeting for # yolandarun on nov 24 . 2013 4am at qc circle let &apos;s share our # love for the … http : / / t.co / vgoit9h642,Fri Nov 22 13:29:56 CST 2014,14.6548420,121.0484791
893,mykeps,our share of used clothes as donation to the victims of # yolandaph ..... ( at sitel eton cyberpod ) &#91; pic &#93; — https : / / t.co / mhs8ai4ziv,Fri Nov 22 13:46:44 CST 2014,14.5916000,121.0600700
894,andeedejesus,join and share love on # yolandarun on nov . 25 13 at qc memorial circle . registration starts on 4am . … http : / / t.co / jqbvl5abbh,Fri Nov 22 14:07:06 CST 2014,14.6548420,121.0484791
896,JasonTelmo,just got my &quot; tulong na tabang na tayo na &quot; t-shirt today ! yay ! ! ! : - ) # typhoonyolanda # yolanda … http : / / t.co / 1offj4qq9h,Fri Nov 22 14:27:24 CST 2014,14.6390162,121.0354950
897,andeedejesus,share love on # yolandarun nov 24 2013 4am @ national anti-poverty commission http : / / t.co / jqbvl5abbh,Fri Nov 22 14:33:28 CST 2014,14.6548420,121.0484791
898,AkoCKathe,picture for a cause . ? ? ? # help # yolanda # bangonpinas # cube # pictures # teammate @ thomson reuters 18 / 20 … http : / / t.co / pn2aabgvq9,Fri Nov 22 15:38:16 CST 2014,14.5346764,121.0495425
899,FountainIS,help the victims of # yolandaph through a charity concert by san juan city @ jvejercito contact us for tickets ! http : / / t.co / mommmd6v3l,Fri Nov 22 16:16:38 CST 2014,14.6049371,121.0330710
901,nylidexvi,financial constraints . this sucks . # yolandaaftermath,Fri Nov 22 16:28:06 CST 2014,14.6806818,121.0645131
904,JapsJacs,@ iancruz _ gmanews : latest on casualties re typhoon yolanda : dead 4919 missing 1582 injured 24 716 @ maroxas @ gmanews,Fri Nov 22 17:19:58 CST 2014,14.3151952,120.9631270
905,QueenShyraF,feeling grateful ! we repacked goods para sa mga nasalantaan ng bagyo . ? ? ? ? ? # yolandaph # gawadkalinga … http : / / t.co / 3ygefoorhu,Fri Nov 22 17:21:51 CST 2014,14.4960273,121.0500576
906,QueenShyraF,rgms is ? ? # highschool # friends # love # happiness # picoftheday # instadaily # gawadkalinga # yolandaph @ … http : / / t.co / sohzczlsue,Fri Nov 22 17:37:52 CST 2014,14.4960273,121.0500576
907,joevhitz,we are not broken just bent we will get back on our feet . we will move forward . # tindogtacloban # yolandaph # hope,Fri Nov 22 17:53:38 CST 2014,14.5484778,121.0634343
908,shanoverload,# redcross # volunteer # typhoonyolanda @ red cross quezon city chapter http : / / t.co / meedewszly,Fri Nov 22 18:40:35 CST 2014,14.6462932,121.0519386
909,biancapnglnn,day 2 : let &apos;s do our part in helping # yolandaph victims . @ dswd national resource operations center http : / / t.co / fjz4bhgjhj,Fri Nov 22 18:55:16 CST 2014,14.5135150,121.0042643
910,saraelorama,we &apos;re under control . @ markzulueta # unitedrepubliq # nickyromero # rave # raveforacause # yolandaph # edm … http : / / t.co / vwur3lytgb,Fri Nov 22 19:10:21 CST 2014,14.5321185,120.9805441
911,bertvillaruel,@ andrevinluan # 35 ata. haha basta yolanda title,Fri Nov 22 19:15:12 CST 2014,14.4969041,121.0549663
912,janalyde,a little sacrifice for our countrymen ? ? ? ? ? ? ? ? ? # ateneo # yolanda # funfunfun # 1bes2 # volunteers @ … http : / / t.co / eexgrwzfdn,Fri Nov 22 19:18:27 CST 2014,14.6978463,120.9987136
913,shaninekarla,tulong na tabang na . # medicines # yolanda # helpersofgod # bangonpilipinas # philippines … http : / / t.co / uvymcccw5v,Fri Nov 22 19:26:53 CST 2014,14.4523302,120.9887828
914,donsbarraquias,office riot ! # repacking # yolandaph # prayforthephilippines # unitedasone ? ? ? ? @ opapp http : / / t.co / h2hdorhpxo,Fri Nov 22 19:35:13 CST 2014,14.5848982,121.0610167
915,johdeluxeee,@ heyzelz _ @ uegags napin mo na lang . hahahahaa yolanda title . # 135 ata yun : d,Fri Nov 22 19:39:42 CST 2014,14.6434138,120.9722975
916,paTiiisha,# boholwillriseagain a fund raising event for the earthquake &amp; yolanda victims . buy your shirts soon ! # bts http : / / t.co / oiporuqufp,Fri Nov 22 19:52:10 CST 2014,14.5671375,120.9914195
917,joserlito,naka 7k lang sila . sa halagang 20pesos pinapak na sila . hahaha # yolandaph # bangonpilipinas @ joser &apos;s … http : / / t.co / hsnhvdcuqu,Fri Nov 22 20:01:55 CST 2014,14.4481624,120.9245216
918,jayne1687,volunteer for yolanda victims : ) ( @ villamor airbase w / 4 others ) http : / / t.co / qmpwpj3x2z,Fri Nov 22 20:21:36 CST 2014,14.5176680,121.0250857
919,sheenaong,phil and us army ready to welcome the survivors # yolandaph,Fri Nov 22 20:34:23 CST 2014,14.5188214,121.0288515
921,thenameisyuri,i have na my &quot; tulong na . tabang na . tayo na . &quot; shirt . thanks . # sagipkapamilya # tulongph # yolandaph … http : / / t.co / nqvpt6ygxs,Fri Nov 22 20:49:36 CST 2014,14.3980728,121.0424322
922,irishmaeee,ikaw ba si yolanda ? &quot; hindi eh . ako si irish . &quot; : d hahahaha . k.,Fri Nov 22 21:49:46 CST 2014,14.4284379,120.9677436
923,jjcadmus,taken earlier this afternoon . whew ! repack naaaa ! bawal selfie ! lol . # yolandaph http : / / t.co / 4opiobrcna,Fri Nov 22 21:56:28 CST 2014,14.6250589,121.0483022
925,trishaay,“ @ xoxolizz _ : bawat kanto makikita mo donation for yolanda oh please as if naman sa yolanda talaga mapupunta yan ”,Fri Nov 22 22:05:39 CST 2014,14.6026401,120.9951209
926,r0n1dea,feeling proud and blessed - it was so worth it ! @ philbigorie red cross # reliefph # yolandaph … http : / / t.co / bnjjyqj7oc,Fri Nov 22 22:15:12 CST 2014,14.5914180,120.9701629
927,itscamzgeneroso,@ trinidadyosh ano toh . binagyo ka ni aling yolanda kaya nagpanic buying ka rin sa mga lalaki ... haha,Fri Nov 22 22:22:43 CST 2014,14.5885224,121.0418560
928,emzsuarez19,@ sharmainehere yah . your strong like # yolanda,Fri Nov 22 22:45:23 CST 2014,14.2750143,121.0721218
930,emzsuarez19,@ sharmainehere wahah . ok ayaw mo ng yolanda ok hayian &gt; . &lt;,Fri Nov 22 22:48:52 CST 2014,14.2750117,121.0721403
931,mikkigalang,goojab to my bazaar team ! great fundraising results for day 1 supersalebazaar for # yolandaph … http : / / t.co / 57ydqtqtvt,Fri Nov 22 22:59:11 CST 2014,14.5547994,120.9834194
932,carissadelacruz,# foryolandavictims ? ? @ villamor air base pasay city http : / / t.co / boqmsdluhr,Sat Nov 23 00:20:44 CST 2014,14.5279056,121.0163079
933,jayne1687,hoping that all of these will reach the victims of yolanda intact and complete . # bangonph # yolanda … http : / / t.co / nqfpttdjo6,Sat Nov 23 01:46:58 CST 2014,14.5186176,121.0216362
934,chiperez_ccc,as of now there are 5 209 casualties of # typhoonyolanda and i &apos;m forever grateful that 3 siblings of my tatay and their families are alive .,Sat Nov 23 07:33:08 CST 2014,14.5630271,121.0695394
935,rhengabito,thank you so much for those who supported our show last night : ) # bayanihan # powerdance # yolanda,Sat Nov 23 07:42:52 CST 2014,14.4246200,120.9427300
937,dannadanna1616,nayolanda yung dorm ko atm . hahahah &lt; / 3 headache . body pain . ohhh shit .,Sat Nov 23 08:29:00 CST 2014,14.4737662,121.0076526
938,eRickaSpawn,nayolanda buhok ko ?,Sat Nov 23 08:32:56 CST 2014,14.5931322,120.9771583
939,nyllovesyou,@ emilacsina @ jepay2 daig ko pa si yolanda pag nagraket ako .. hihihi,Sat Nov 23 08:37:36 CST 2014,14.4340760,120.8913657
940,princesspearl04,time to help ! ? # yolandaph @ dswd national resource operations center http : / / t.co / g4giencpmr,Sat Nov 23 09:45:06 CST 2014,14.5135150,121.0042643
941,karlgustav01,tonight 40z # yolandaph benefit gig # kapit @ 40z http : / / t.co / cx05m6kjri,Sat Nov 23 10:23:51 CST 2014,14.5813100,121.0428000
944,NetteKulet,2weeks ago .. nwalan ng dialtone phone nmin . 5days bgo naayos . reason nung sa 171 ? dahil kay yolanda . san b office ng @ pldt _ cares ? sa leyte ?,Sat Nov 23 10:32:54 CST 2014,14.6088663,120.9621050
945,NetteKulet,kahapon nawalan n nmn kming dialtone . @ pldt _ cares pkisabi sa mga sumasagot sa 171 .. walang yolanda dito sa tondo . wag gawing excuse pwede ?,Sat Nov 23 10:34:23 CST 2014,14.6088919,120.9621601
946,lizamarie_0718,the happy smiles of unilever employees handing out our hygiene kits to the survivors of # yolandaph … http : / / t.co / v6mjut1pr2,Sat Nov 23 10:54:35 CST 2014,14.5173903,121.0264632
947,MarianValenton,saturday &apos;s outfit # tulongnatabangnatayona # yolanda # itsshowtime _ na work work work @ torre venezia http : / / t.co / ba5cavdrrh,Sat Nov 23 11:16:52 CST 2014,14.6356593,121.0292530
948,kristellegelina,the only part of our house na tinira ng yolanda .. http : / / t.co / dwsk9mcxdc,Sat Nov 23 11:32:34 CST 2014,14.4715175,120.9993292
949,lizamarie_0718,this group hoped to add some cheer to the survivors of # yolandaph @ villamor airbase http : / / t.co / gywgykeh8y,Sat Nov 23 11:45:53 CST 2014,14.5176526,121.0255952
950,veravic1228,# bayanihan spirit is alive # vab # yolandaph # haiyan ? # latepost mayfloresca myrisalegria @ villamor … http : / / t.co / qbcm6qo62t,Sat Nov 23 12:02:25 CST 2014,14.5186176,121.0216362
951,AbbeySeosa,in support of san beda fundraising program for high school scholarship and typhoon yolanda victims … http : / / t.co / kmpkfnpsh0,Sat Nov 23 12:03:16 CST 2014,14.4233301,121.0294365
952,veravic1228,# instacollage one friday night for # yolandaph ? ? ? ? mayfloresca myrisalegria misscanuel10 @ villamor … http : / / t.co / zvih40sqwp,Sat Nov 23 12:08:57 CST 2014,14.5186176,121.0216362
954,CLiwag33,thanks @ paugasol ! ! ! for helping the victims # yolandaph . # golakers @ lakers,Sat Nov 23 12:42:49 CST 2014,14.4967657,121.0205198
955,xpacpahug,pau gasol with 16 at the half . which means 16k for # yolandaph # respect,Sat Nov 23 12:49:58 CST 2014,14.5992794,121.0379650
956,sikatsikato,thus time i am cheering for the lakers . @ paugasol will donate $ 1 000 to yolanda victims for every point he scores # golakers,Sat Nov 23 12:52:50 CST 2014,14.4108261,121.0110588
957,johnnalangpo,we don &apos;t just install happiness we also share it # skycable # sagipkapamilya # yolandaph @ sagip … http : / / t.co / 7mpfoglme6,Sat Nov 23 12:58:49 CST 2014,14.6454290,121.0297501
958,ceziedeonon,pay it forward a little help will go a long long way ! ! ! # bangonpilipinas # yolandaph # strongerph @ … http : / / t.co / fvgkhw0xvx,Sat Nov 23 13:09:54 CST 2014,14.5512795,121.0129954
960,Jsanb23,zylone and i offering prayers for # yolandaph victims ? ? @ pink sisters http : / / t.co / kqew4qaqoi,Sat Nov 23 13:44:28 CST 2014,14.1259503,120.9620675
962,Daletott,pau gasol with 24 points ! ! ! that &apos;s 24k dollars right to the yolanda victims ! ! ! !,Sat Nov 23 14:01:12 CST 2014,14.4950638,121.0411587
963,JanzenNavarro,@ paugasol thank you kuya ! # yolandavictim # lakers # nbacares # unicefph,Sat Nov 23 14:10:31 CST 2014,14.3796080,120.9230155
965,xpacpahug,thank you @ paugasol 24 points for $ 24000 to the victims of yolanda ! you are a hero to the filipinos ! # yolandaph # kapau,Sat Nov 23 14:33:19 CST 2014,14.6004798,121.0277951
966,aspiringpig,@ pewdiesbroette do you have any relatives that live in the places that was affected by yolanda ?,Sat Nov 23 14:40:55 CST 2014,14.4068556,120.9804685
967,IAmRishela,i &apos;m wondering why some people made jokes from the victims of yolanda . i &apos;m not trying to make amends but it is serious and not funny at all .,Sat Nov 23 14:49:07 CST 2014,14.3927332,120.8542778
968,baby0811,benevolent love ! ! ! kingjames _ jcy18 # volunteers # repacking # yolandaph # yolandavictims ! ! ! # tacloban … http : / / t.co / lkyfos51tm,Sat Nov 23 14:54:26 CST 2014,14.5718935,121.0502143
969,madel_dalits,so much love and appreciation to @ paugasol and to all who joined in his pledged for the victims of # typhoonyolanda . thank you !,Sat Nov 23 14:57:31 CST 2014,14.6688080,121.1075747
970,catsiroll,non-stop ranting but ok nothing could be worst than the recent yolanda havoc .,Sat Nov 23 15:35:52 CST 2014,14.6079320,121.0395895
971,chscsmnts,ceu relief drive for the victims of typhoon yolanda . @ centro escolar university http : / / t.co / tqdm9prxtr,Sat Nov 23 15:53:42 CST 2014,14.5633084,121.0814331
977,charmelon18,? ? thank god for this experience . keep the faith ? # hope # pray # help # yolandaph # dswdnorc # volunteer @ … http : / / t.co / eqjdpqad1x,Sat Nov 23 17:26:40 CST 2014,14.5135150,121.0042643
978,MicaHipsss,lupit mo kasi yolanda ! : /,Sat Nov 23 17:28:03 CST 2014,14.9669072,120.9486636
979,thetoplessdj,hmmm what happens to all the generators the uk brought over here for the yolanda victims when they leave ? ? # yolanda,Sat Nov 23 17:40:51 CST 2014,14.3205900,121.0645100
981,maldita_moi,everyone is into yolanda donation drive ... sana makaabot dn sa panay island and palawan yung donations .,Sat Nov 23 18:45:55 CST 2014,14.5808797,121.0553915
983,ItsMsAngelPayne,@ chiezii _ @ ifcknglovehazza @ aubreyc96 dapat pala nakipila ako dun sa mga yolanda victims ! ! xd hahahahaha ! ! !,Sat Nov 23 19:18:12 CST 2014,14.3214125,120.9560642
984,baby0811,@ caritasmanila thank you for the opportunity - kingjames _ jcy18 ! ! ! # yolandaph # volunteers # repacking … http : / / t.co / 1wmrysvyzv,Sat Nov 23 19:35:04 CST 2014,14.5718935,121.0502143
985,itsme_ache,thyphoon yolanda survivor ! ! mga long lost friend q ! ! missed them so much ! ! # limos # weneeddonations … http : / / t.co / fjqbletmvh,Sat Nov 23 20:39:17 CST 2014,14.6574888,120.9879470
986,trixaoki,legacy x nicky romero # unitedrepubliq # edm # musicfestival # yolandaph @ nickyromero @ moa concert grounds http : / / t.co / ozitrfqpti,Sat Nov 23 20:44:39 CST 2014,15.4344887,120.6488541
988,anjaylli,40-c . fund raising event for yolanda . ( @ zorra ) http : / / t.co / pvhaf49w9s,Sat Nov 23 21:51:22 CST 2014,14.6438425,121.0222018
989,joeypreyes,we are one seminar for yolanda on dec 7 # 13thjpmapnc http : / / t.co / ykn054011v,Sat Nov 23 22:35:51 CST 2014,14.0810420,120.8462580
990,padz_jap,its been awhile # push . wow donation for yolanda as well ( @ hyve w / @ jusansison ) http : / / t.co / m6cvezwb9k,Sat Nov 23 23:18:57 CST 2014,14.5512479,121.0518050
991,done_vroean,let &apos;s help them even in our own little ways ... ? ? ? # yolandaph # reliefph # handinhandwecan please drop … http : / / t.co / 8kiupmncu6,Sat Nov 23 23:19:27 CST 2014,14.5135150,121.0042643
992,ChefMarvz,yes pati movie for the benefit of yolanda victims . # yolandacampaign # bangonpilipinas # thehungergames … http : / / t.co / okvyndnjgj,Sat Nov 23 23:25:27 CST 2014,14.6537210,121.0336733
993,kviladashceline,midnight relief ops &#124; &#124; # weekend # barkada # yolandaph # repacking # relifgoods &#124; &#124; send from instatext ( free … http : / / t.co / mcow77jrvk,Sat Nov 23 23:58:38 CST 2014,14.5099753,121.0090399
994,reytsibayan,@ philippinestar : ltfrb offers free rides for yolanda survivors @ dzrhnews # yolandaupdates,Sun Nov 24 00:12:53 CST 2014,14.5717369,121.0318774
996,Iam_rhedd03,parang nasalanta ni yolanda yung mga mukha nila ! e wala e . # palagpapo # edisorry # easyhanlang with -- &gt; @ avictorioso @ allenmarkolidan,Sun Nov 24 01:21:22 CST 2014,14.5902761,121.0302901
998,edzobrar,# akbayanihan # helpyolandavictims @ guiuan eastern samar http : / / t.co / p3hkbaa3k8,Sun Nov 24 03:20:21 CST 2014,14.5156930,120.9933794
1000,meLikeyrose,# funrun4yolanda # uhg # ucare moa @ mall of asia concert grounds http : / / t.co / eaguhgjkc3,Sun Nov 24 05:55:05 CST 2014,14.5388601,120.9805041
1001,meLikeyrose,# happybirthday yvonne # funrun4yolanda @ smx convention center http : / / t.co / xdquovfyfz,Sun Nov 24 06:45:26 CST 2014,14.5320769,120.9816599
1002,meLikeyrose,# funrun4yolanda @ smx convention center http : / / t.co / irjhjvi587,Sun Nov 24 06:48:49 CST 2014,14.5320769,120.9816599
1005,meLikeyrose,# funrun4yolanda # icd10coders @ mall of asia concert grounds http : / / t.co / vx1luumdt5,Sun Nov 24 07:25:48 CST 2014,14.5388601,120.9805041
1006,meLikeyrose,# funrun4yolanda # nyssa &amp; bf @ mall of asia concert grounds http : / / t.co / egemtsip9k,Sun Nov 24 07:33:35 CST 2014,14.5388601,120.9805041
1007,areeyamnlsts,went along to abs-cbn to buy shirts for the yolanda victims . ? ? @ aprettyyy http : / / t.co / n9asjcvnjf,Sun Nov 24 07:35:16 CST 2014,14.5649346,120.9946901
1009,pamelannicole,@ ivymaeee : 412k given by lpu for yolanda victims .,Sun Nov 24 07:50:04 CST 2014,14.5917590,120.9777706
1011,cheskamanuntag,# yolandarun @ quezon city memorial circle http : / / t.co / rzdvxqhiig,Sun Nov 24 08:29:59 CST 2014,14.6459348,121.0480589
1014,EdzCampo,we just couldn &apos;t miss this fight ! # gopacquiao # fightforyolandavictims @ bubba gump shrimp co. http : / / t.co / uacyayeqye,Sun Nov 24 10:26:34 CST 2014,14.5516218,121.0220325
1018,joserlito,# tulongnatabangnatayona # sagipkapamilya # tulongph # yolandaph # philippines # bangonpilipinas @ bautista … http : / / t.co / j7s9df4tpj,Sun Nov 24 12:10:20 CST 2014,14.4274773,120.9245216
1019,hottie_blake,@ damjr69 @ kimkavana @ socallmetricky @ iamart _ jomz @ haroldhawo @ iamtogi not after yolanda .,Sun Nov 24 12:19:42 CST 2014,14.4440500,120.9338200
1022,lenjeniearcan,# tenformanny ilabas ang # yolanda punch mo .,Sun Nov 24 12:48:55 CST 2014,14.4495220,120.9862914
1023,lenjeniearcan,kamukha ni aling dionisia si tita yolanda # tenformanny # yolandapunch,Sun Nov 24 12:49:33 CST 2014,14.4495220,120.9862914
1024,tingIbanez,all glued in for the fight . go manny i &apos;m praying for you . this will somehow make yolanda survivors … http : / / t.co / sb3hbf16nu,Sun Nov 24 12:50:53 CST 2014,14.4840486,120.9792381
1025,olracexpress,@ mannypaquiao1 go go go manny ! pls knock rios out early so day we will have grand celebration and in memory of all yolanda victims,Sun Nov 24 12:51:11 CST 2014,14.5572420,120.9851528
1026,yinamaldonado,# punchforyolanda @ mannypacquiao let &apos;s go ! ! !,Sun Nov 24 12:55:45 CST 2014,14.5591689,121.0027501
1027,yinamaldonado,let &apos;s go manny let &apos;s go ! ! ! # punchforyolanda @ lovemamon,Sun Nov 24 12:56:55 CST 2014,14.5591713,121.0027491
1028,inquirer_libre,@ erictayagsays : waiting for # yolanda punch from # pacquiao that will finish off rios,Sun Nov 24 13:06:59 CST 2014,14.5772916,121.0283103
1029,cheskamanuntag,start-finish ? ? # yolandarun @ quezon city memorial circle http : / / t.co / 6hagb9ofl7,Sun Nov 24 13:11:05 CST 2014,14.6459348,121.0480589
1030,ErtMadriaga,kung si ariella arida may # yolandawalk si pacman may # yolandapunch # labanpilipinas # pacquiaovsrios victory for the philippines ! ! !,Sun Nov 24 13:12:51 CST 2014,14.6868890,121.0366385
1033,foGUItaaa,nayolanda mukha ni rios .,Sun Nov 24 13:28:39 CST 2014,14.6113500,120.9880700
1034,markzambrano,no knockdowns in the fight but manny took rios to school . @ mannypacquiao wins by unanimous decision . he &apos;s back ! # pacquiaovsrios # yolandaph,Sun Nov 24 13:30:02 CST 2014,14.6338197,121.0436996
1037,cheskamanuntag,# yolandarun ? @ quezon city memorial circle http : / / t.co / apbbyflthe,Sun Nov 24 13:35:24 CST 2014,14.6459348,121.0480589
1038,simply_aura,manny wins ! congrats .. as ur promise wag sanang mkalimutan ung mga victims ng yolanda ... @ manunggal … http : / / t.co / 8soic9s8jw,Sun Nov 24 13:36:12 CST 2014,14.6216119,121.0144346
1040,karein072491,dear manny congrats ! thankyou din napangiti at nbigyan mo sila ng pag asa # yolandavictims # bangonpilipinas its rainbow after the rain ? ? ? ? ?,Sun Nov 24 13:40:00 CST 2014,14.7516855,120.9519796
1041,aybilooogg,congrats manny ! congrats yolanda victims ! : ) ),Sun Nov 24 13:40:45 CST 2014,14.5809886,121.1873924
1043,louiefederizo,ang pgkapanalo ni pacman ay isang bagay na ngbigay ngiti sa mga kababayan nating nasalanta ni yolanda # pinoypride # pacquiaovsrios,Sun Nov 24 13:44:39 CST 2014,14.6491024,120.9726297
1044,joeypreyes,@ gwen _ pang seminar for the benefit if yolanda survivors http : / / t.co / pasgi1m9jl,Sun Nov 24 13:46:48 CST 2014,14.0641376,120.8418808
1045,aybilooogg,congrats yolanda victims ! another hero will come for you . : ) # congratsmanny # pinoypride,Sun Nov 24 14:10:29 CST 2014,14.5809879,121.1873924
1046,dee_xxiv,manny donate mo na lahat ng panalo mo sa yolanda victims : ),Sun Nov 24 14:29:27 CST 2014,14.6469074,120.9867090
1048,TolitzJose,# hymen # yolanda # kalakwise @ ennaira _ m @ jepcabs # karenandamendimaunti http : / / t.co / wlbfvhslka,Sun Nov 24 14:40:22 CST 2014,14.5589219,121.0075905
1049,JeythKing,yolanda punch !,Sun Nov 24 14:57:05 CST 2014,14.6691532,120.9981677
1050,jesiuscesz,mabuhay ka manny ! isa pang karangalan para mapalitan ang hinagpis ng mga pinoy dahil sa bagyong yolanda. we deserve victory ! # mannypacquiao,Sun Nov 24 14:58:36 CST 2014,14.6593327,121.1019492
1052,assiprofm,i would want to contribute to some endeavor that involves getting # yolandaph children back in school . # booksandsuppliesdrive # tulongph,Sun Nov 24 16:29:36 CST 2014,14.6600140,120.9555327
1053,Fedieann,my mates are volunteering for the yolanda victims while i dont : ( need to finish all my projects ! jsyk still reading fanfics,Sun Nov 24 16:55:42 CST 2014,14.4940610,121.0333416
1055,lloydzoned,@ veautifuuul @ fayeyeahyeah hahahaha yolanda is coming back hahahaha,Sun Nov 24 17:21:47 CST 2014,13.7897111,121.1467979
1057,mhorz,@ ayameilee @ asrapeh na-a ! scary thought ... basi ma yolanda ko .,Sun Nov 24 17:41:25 CST 2014,14.5513110,121.0657567
1058,markerwins,crab n &apos; crew relief operation # yolanda . # visayas # relief # philippines @ crab n &apos; crew restobar http : / / t.co / lgie1dq5ar,Sun Nov 24 17:44:00 CST 2014,14.6637255,121.0437703
1059,mary_of_angel,sa panalo ni @ mannypacquiao pansamantalang nakalimot ang mga survivor ng typhoon yolanda # salamatmannypacquiao # congratsmanny @ tvpatrol,Sun Nov 24 17:48:21 CST 2014,14.5022405,121.0569326
1060,iambiancake,@ kbrmdo ung sa nstp p rn na pic ng yolanda tapos botlab worksheet . tapos waley na : ) ),Sun Nov 24 17:54:56 CST 2014,14.6098227,120.9974549
